product_name,product_price,rate,review,summary,sentiment
Smartwatch,518.98,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,236.59,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartphone X,671.87,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartphone X,598.46,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,137.76,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,496.63,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Wireless Earbuds,489.68,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
4K Monitor,881.17,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,270.53,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
4K Monitor,569.36,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,346.6,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,260.93,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Laptop Pro,621.71,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,648.72,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,684.0,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,814.79,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,191.86,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,994.7,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,115.08,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,394.39,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,316.29,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,391.26,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,528.18,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,577.23,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Wireless Earbuds,643.13,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartwatch,978.71,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,807.35,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,462.98,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Laptop Pro,579.24,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,907.91,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartwatch,580.19,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,831.85,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,642.77,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,711.01,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,603.29,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,595.35,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Wireless Earbuds,303.25,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,123.0,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,969.49,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,417.57,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,672.06,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Tablet Plus,501.54,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,862.03,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,83.41,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,39.96,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,98.39,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,221.86,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,957.34,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,803.21,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,201.9,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,440.29,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,841.31,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,355.23,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,579.15,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,634.81,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,157.72,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,147.63,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,335.31,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,801.28,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,431.1,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,909.7,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,296.74,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,612.78,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,977.24,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,878.78,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Laptop Pro,810.36,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Tablet Plus,442.64,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,911.08,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,938.36,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,38.15,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,738.42,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,682.12,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,968.76,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,829.35,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,84.25,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,189.92,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,529.99,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartphone X,977.04,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,44.12,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,848.25,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,955.83,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,676.37,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,257.72,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,22.21,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,918.52,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,606.22,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,497.94,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,706.94,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,203.48,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,970.57,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,100.71,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,709.23,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,960.97,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Bluetooth Speaker,174.07,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,688.35,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,545.61,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,523.54,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,635.4,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,974.07,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,472.36,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,574.56,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,302.63,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,620.14,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,414.06,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,551.82,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Smartphone X,848.49,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,331.49,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,296.44,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,195.44,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,468.61,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,621.31,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,93.61,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,313.98,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,834.49,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Tablet Plus,213.21,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,404.4,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,632.61,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,175.88,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Tablet Plus,748.33,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,754.52,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,744.26,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,751.4,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,111.23,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,339.46,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,605.68,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,490.92,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartphone X,68.23,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,316.27,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Tablet Plus,856.08,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
4K Monitor,967.13,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Tablet Plus,676.43,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Bluetooth Speaker,237.76,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Smartphone X,622.4,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,917.65,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,431.41,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,949.28,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,445.43,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,735.54,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,814.54,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,236.34,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,412.58,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,289.5,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,34.87,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,393.2,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,941.66,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,779.73,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,896.26,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,236.34,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
4K Monitor,271.82,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,432.21,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,572.29,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Wireless Earbuds,612.11,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,899.0,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,823.06,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Gaming Mouse,71.9,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,255.57,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,589.21,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,908.92,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,253.26,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,220.25,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Gaming Mouse,450.14,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,626.11,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,979.1,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,339.41,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,522.19,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Laptop Pro,985.33,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,777.38,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,807.8,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,616.78,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,589.35,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,541.84,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,970.81,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Smartwatch,233.19,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Gaming Mouse,954.72,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,889.23,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Mechanical Keyboard,253.9,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Bluetooth Speaker,419.34,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,840.2,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,527.73,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,162.31,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,480.66,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
4K Monitor,180.02,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,445.91,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Gaming Mouse,175.8,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,268.71,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,785.01,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Gaming Mouse,145.42,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,800.2,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,208.21,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Wireless Earbuds,487.89,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,969.22,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,764.35,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartwatch,938.08,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,647.31,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,634.13,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,350.9,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,101.61,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,797.11,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Bluetooth Speaker,622.61,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Laptop Pro,859.01,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
4K Monitor,961.64,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,499.02,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,918.67,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Wireless Earbuds,620.92,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Bluetooth Speaker,648.65,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,704.55,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,810.42,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Smartphone X,863.97,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Smartwatch,208.39,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,128.79,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,705.91,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,458.73,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,90.8,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,840.16,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,841.16,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,218.19,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,958.03,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,830.44,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
4K Monitor,260.65,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,661.06,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,154.39,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,498.76,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,256.42,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,569.85,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,663.23,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,507.71,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,570.49,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,787.91,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,520.66,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,949.11,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,584.47,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,553.54,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,797.73,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,170.17,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,888.68,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Tablet Plus,330.23,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,792.73,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,89.23,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,466.88,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,650.58,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,351.93,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,34.82,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,210.02,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,595.72,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,167.9,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Laptop Pro,829.55,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,983.04,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Wireless Earbuds,804.57,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,493.85,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,559.91,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,782.62,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,566.52,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,263.88,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,732.5,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Tablet Plus,170.8,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,164.28,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,677.21,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,696.67,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,987.49,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,368.06,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Wireless Earbuds,74.28,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,622.52,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,983.7,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,483.81,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Tablet Plus,509.47,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Laptop Pro,413.96,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Tablet Plus,110.64,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,60.2,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartwatch,299.61,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,630.92,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Gaming Mouse,353.66,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,342.67,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,811.38,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,684.12,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
